,0,1,2,3,4,5,6,7,8
10,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-010-of-1000.mid,120,4/4 at 0.00 seconds,0.8,10.0,0.3125,1.8888888888888888,0.0,0.1
11,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-011-of-1000.mid,120,4/4 at 0.00 seconds,0.8,5.0,0.20833333333333334,3.0,0.0,0.0
12,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-012-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,15.0,0.46875,2.7142857142857144,0.0,0.13333333333333333
13,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-013-of-1000.mid,120,4/4 at 0.00 seconds,0.2857142857142857,7.0,0.21875,3.1666666666666665,0.0,0.0
14,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-014-of-1000.mid,120,4/4 at 0.00 seconds,0.2,5.0,0.18518518518518517,4.25,0.0,0.0
15,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-015-of-1000.mid,120,4/4 at 0.00 seconds,0.2857142857142857,7.0,0.21875,2.3333333333333335,0.0,0.0
16,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-016-of-1000.mid,120,4/4 at 0.00 seconds,0.5714285714285714,7.0,0.21875,9.833333333333334,0.14285714285714285,0.0
17,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-017-of-1000.mid,120,4/4 at 0.00 seconds,1.0,3.0,0.09375,2.5,0.0,0.3333333333333333
18,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-018-of-1000.mid,120,4/4 at 0.00 seconds,0.9375,16.0,0.5,1.7333333333333334,0.0,0.0
19,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-019-of-1000.mid,120,4/4 at 0.00 seconds,0.9230769230769231,13.0,0.40625,5.166666666666667,0.0,0.07692307692307693
20,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-020-of-1000.mid,120,4/4 at 0.00 seconds,1.0,2.0,0.07692307692307693,0.0,0.5,0.0
21,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-021-of-1000.mid,120,4/4 at 0.00 seconds,1.0,4.0,0.12903225806451613,3.6666666666666665,0.0,0.0
22,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-022-of-1000.mid,120,4/4 at 0.00 seconds,0.0,7.0,0.3684210526315789,1.8333333333333333,0.0,0.0
23,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-023-of-1000.mid,120,4/4 at 0.00 seconds,1.0,9.0,0.28125,7.375,0.2222222222222222,0.2222222222222222
24,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-024-of-1000.mid,120,4/4 at 0.00 seconds,0.0,1.0,0.03125,0.0,0.0,0.0
25,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-025-of-1000.mid,120,4/4 at 0.00 seconds,0.46153846153846156,13.0,0.40625,1.5,0.0,0.07692307692307693
26,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-026-of-1000.mid,120,4/4 at 0.00 seconds,0.2,5.0,0.1724137931034483,12.25,0.0,0.0
27,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-027-of-1000.mid,120,4/4 at 0.00 seconds,0.5,6.0,0.1875,3.6,0.0,0.3333333333333333
28,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-028-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,9.0,0.28125,3.25,0.1111111111111111,0.4444444444444444
29,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-029-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,6.0,0.3,1.6,0.0,0.16666666666666666
30,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-030-of-1000.mid,120,4/4 at 0.00 seconds,0.42857142857142855,7.0,0.21875,3.1666666666666665,0.0,0.0
31,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-031-of-1000.mid,120,4/4 at 0.00 seconds,0.5,4.0,0.125,1.3333333333333333,0.0,0.25
32,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-032-of-1000.mid,120,4/4 at 0.00 seconds,0.5,2.0,0.0625,9.0,1.0,0.0
33,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-033-of-1000.mid,120,4/4 at 0.00 seconds,0.47058823529411764,17.0,0.53125,2.375,0.0,0.0
34,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-034-of-1000.mid,120,4/4 at 0.00 seconds,0.5,4.0,0.125,7.0,0.0,0.0
35,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-035-of-1000.mid,120,4/4 at 0.00 seconds,0.8333333333333334,6.0,0.2727272727272727,4.4,0.16666666666666666,0.16666666666666666
36,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-036-of-1000.mid,120,4/4 at 0.00 seconds,0.45454545454545453,11.0,0.3793103448275862,4.2,0.0,0.09090909090909091
37,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-037-of-1000.mid,120,4/4 at 0.00 seconds,0.4,10.0,0.3125,2.6666666666666665,0.3,0.0
38,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-038-of-1000.mid,120,4/4 at 0.00 seconds,1.0,18.0,0.5625,14.294117647058824,0.0,0.0
39,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-039-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,3.0,0.09375,5.5,0.0,0.0
40,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-040-of-1000.mid,120,4/4 at 0.00 seconds,0.9,10.0,0.3125,3.111111111111111,0.0,0.1
41,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-041-of-1000.mid,120,4/4 at 0.00 seconds,1.0,6.0,0.1875,4.8,0.0,0.0
42,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-042-of-1000.mid,120,4/4 at 0.00 seconds,0.8571428571428571,7.0,0.21875,1.0,0.0,0.0
43,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-043-of-1000.mid,120,4/4 at 0.00 seconds,0.14285714285714285,7.0,0.21875,0.6666666666666666,0.0,0.42857142857142855
44,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-044-of-1000.mid,120,4/4 at 0.00 seconds,0.0,6.0,0.1875,0.6,0.0,0.0
45,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-045-of-1000.mid,120,4/4 at 0.00 seconds,0.8666666666666667,15.0,0.4838709677419355,2.142857142857143,0.0,0.0
46,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-046-of-1000.mid,120,4/4 at 0.00 seconds,1.0,4.0,0.125,4.0,0.0,0.25
47,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-047-of-1000.mid,120,4/4 at 0.00 seconds,0.0,1.0,0.03125,0.0,0.0,0.0
48,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-048-of-1000.mid,120,4/4 at 0.00 seconds,1.0,8.0,0.25,3.142857142857143,0.0,0.125
49,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-049-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,3.0,0.09375,2.5,0.0,0.3333333333333333
50,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-050-of-1000.mid,120,4/4 at 0.00 seconds,1.0,3.0,0.11538461538461539,0.0,0.3333333333333333,0.0
51,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-051-of-1000.mid,120,4/4 at 0.00 seconds,0.0625,16.0,0.5,2.1333333333333333,0.1875,0.0
52,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-052-of-1000.mid,120,4/4 at 0.00 seconds,1.0,7.0,0.22580645161290322,2.3333333333333335,0.0,0.14285714285714285
53,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-053-of-1000.mid,120,4/4 at 0.00 seconds,0.25,4.0,0.125,13.333333333333334,0.0,0.25
54,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-054-of-1000.mid,120,4/4 at 0.00 seconds,0.8571428571428571,7.0,0.21875,4.166666666666667,0.0,0.5714285714285714
55,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-055-of-1000.mid,120,4/4 at 0.00 seconds,0.6,10.0,0.3225806451612903,4.777777777777778,0.0,0.1
56,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-056-of-1000.mid,120,4/4 at 0.00 seconds,0.2222222222222222,9.0,0.28125,4.25,0.0,0.1111111111111111
57,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-057-of-1000.mid,120,4/4 at 0.00 seconds,0.5454545454545454,11.0,0.34375,4.9,0.0,0.0
58,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-058-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,3.0,0.13043478260869565,5.5,0.0,0.0
59,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-059-of-1000.mid,120,4/4 at 0.00 seconds,0.0,0.0,0.0,0.0,0.0,0.0
60,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-060-of-1000.mid,120,4/4 at 0.00 seconds,0.2,5.0,0.15625,2.25,0.0,0.4
61,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-061-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,6.0,0.1935483870967742,1.6,0.0,0.0
62,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-062-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,3.0,0.09375,32.5,0.3333333333333333,0.0
63,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-063-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,3.0,0.09375,3.0,0.0,0.3333333333333333
64,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-064-of-1000.mid,120,4/4 at 0.00 seconds,0.0,2.0,0.10526315789473684,2.0,0.0,0.0
65,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-065-of-1000.mid,120,4/4 at 0.00 seconds,0.7,10.0,0.3125,3.3333333333333335,0.0,0.2
66,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-066-of-1000.mid,120,4/4 at 0.00 seconds,1.0,13.0,0.40625,6.166666666666667,0.0,0.15384615384615385
67,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-067-of-1000.mid,120,4/4 at 0.00 seconds,0.625,8.0,0.25,5.428571428571429,0.0,0.375
68,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-068-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,3.0,0.0967741935483871,4.5,0.0,0.3333333333333333
69,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-069-of-1000.mid,120,4/4 at 0.00 seconds,0.8,10.0,0.3125,2.111111111111111,0.0,0.2
70,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-070-of-1000.mid,120,4/4 at 0.00 seconds,1.0,3.0,0.09375,6.0,0.0,0.3333333333333333
71,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-071-of-1000.mid,120,4/4 at 0.00 seconds,0.7,10.0,0.3125,3.111111111111111,0.0,0.1
72,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-072-of-1000.mid,120,4/4 at 0.00 seconds,0.5,12.0,0.375,3.4545454545454546,0.08333333333333333,0.0
73,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-073-of-1000.mid,120,4/4 at 0.00 seconds,0.9285714285714286,14.0,0.4375,1.4615384615384615,0.0,0.0
74,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-074-of-1000.mid,120,4/4 at 0.00 seconds,0.7,10.0,0.3125,4.222222222222222,0.0,0.0
75,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-075-of-1000.mid,120,4/4 at 0.00 seconds,0.5,2.0,0.08695652173913043,4.0,0.0,0.0
76,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-076-of-1000.mid,120,4/4 at 0.00 seconds,0.5,6.0,0.1875,3.2,0.0,0.0
77,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-077-of-1000.mid,120,4/4 at 0.00 seconds,0.3333333333333333,9.0,0.28125,6.0,0.0,0.0
78,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-078-of-1000.mid,120,4/4 at 0.00 seconds,1.0,21.0,0.65625,1.2,0.2857142857142857,0.0
79,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-079-of-1000.mid,120,4/4 at 0.00 seconds,0.75,8.0,0.25,1.7142857142857142,0.125,0.25
80,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-080-of-1000.mid,120,4/4 at 0.00 seconds,0.0,3.0,0.09375,3.5,0.0,0.0
81,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-081-of-1000.mid,120,4/4 at 0.00 seconds,0.8571428571428571,7.0,0.22580645161290322,0.3333333333333333,0.0,0.0
82,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-082-of-1000.mid,120,4/4 at 0.00 seconds,0.42857142857142855,14.0,0.4375,2.6153846153846154,0.0,0.0
83,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-083-of-1000.mid,120,4/4 at 0.00 seconds,0.4,5.0,0.16666666666666666,2.0,0.0,0.6
84,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-084-of-1000.mid,120,4/4 at 0.00 seconds,1.0,7.0,0.22580645161290322,4.0,0.0,0.14285714285714285
85,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-085-of-1000.mid,120,4/4 at 0.00 seconds,0.6,10.0,0.3125,3.2222222222222223,0.0,0.1
86,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-086-of-1000.mid,120,4/4 at 0.00 seconds,1.0,2.0,0.07692307692307693,0.0,0.0,0.5
87,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-087-of-1000.mid,120,4/4 at 0.00 seconds,0.25,4.0,0.125,5.333333333333333,0.0,0.75
88,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-088-of-1000.mid,120,4/4 at 0.00 seconds,1.0,7.0,0.21875,4.833333333333333,0.0,0.14285714285714285
89,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-089-of-1000.mid,120,4/4 at 0.00 seconds,1.0,8.0,0.25,15.714285714285714,0.0,0.125
90,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-090-of-1000.mid,120,4/4 at 0.00 seconds,1.0,9.0,0.28125,4.0,0.0,0.1111111111111111
91,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-091-of-1000.mid,120,4/4 at 0.00 seconds,0.5,4.0,0.125,5.333333333333333,0.0,0.0
92,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-092-of-1000.mid,120,4/4 at 0.00 seconds,0.16666666666666666,12.0,0.375,3.090909090909091,0.0,0.0
93,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-093-of-1000.mid,120,4/4 at 0.00 seconds,0.0,7.0,0.21875,1.5,0.14285714285714285,0.0
94,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-094-of-1000.mid,120,4/4 at 0.00 seconds,0.8333333333333334,12.0,0.5714285714285714,14.363636363636363,0.0,0.0
95,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-095-of-1000.mid,120,4/4 at 0.00 seconds,0.2,5.0,0.15625,1.0,0.0,0.0
96,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-096-of-1000.mid,120,4/4 at 0.00 seconds,0.0,7.0,0.21875,5.0,0.0,0.2857142857142857
97,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-097-of-1000.mid,120,4/4 at 0.00 seconds,1.0,3.0,0.09375,8.5,0.0,0.0
98,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-098-of-1000.mid,120,4/4 at 0.00 seconds,0.7777777777777778,9.0,0.28125,2.625,0.0,0.0
99,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-099-of-1000.mid,120,4/4 at 0.00 seconds,0.8571428571428571,7.0,0.3333333333333333,2.6666666666666665,0.0,0.14285714285714285
100,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-100-of-1000.mid,120,4/4 at 0.00 seconds,0.7142857142857143,7.0,0.21875,1.8333333333333333,0.0,0.0
101,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-101-of-1000.mid,120,4/4 at 0.00 seconds,0.18181818181818182,11.0,0.34375,5.4,0.18181818181818182,0.18181818181818182
102,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-102-of-1000.mid,120,4/4 at 0.00 seconds,0.8888888888888888,9.0,0.28125,3.625,0.0,0.1111111111111111
103,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-103-of-1000.mid,120,4/4 at 0.00 seconds,0.25,8.0,0.25,6.714285714285714,0.125,0.0
104,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-104-of-1000.mid,120,4/4 at 0.00 seconds,0.0,5.0,0.15625,3.5,0.0,0.0
105,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-105-of-1000.mid,120,4/4 at 0.00 seconds,1.0,8.0,0.25,2.4285714285714284,0.0,0.375
106,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-106-of-1000.mid,120,4/4 at 0.00 seconds,0.75,8.0,0.25,1.0,0.0,0.0
107,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-107-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,3.0,0.09375,0.5,0.0,0.0
108,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-108-of-1000.mid,120,4/4 at 0.00 seconds,0.7142857142857143,7.0,0.22580645161290322,1.8333333333333333,0.0,0.14285714285714285
109,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-109-of-1000.mid,120,4/4 at 0.00 seconds,0.0,3.0,0.1,2.0,0.0,0.3333333333333333
110,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-110-of-1000.mid,120,4/4 at 0.00 seconds,0.5714285714285714,7.0,0.21875,2.0,0.0,0.14285714285714285
111,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-111-of-1000.mid,120,4/4 at 0.00 seconds,0.8181818181818182,11.0,0.3548387096774194,3.1,0.0,0.36363636363636365
112,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-112-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,6.0,0.1875,2.8,0.0,0.16666666666666666
113,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-113-of-1000.mid,120,4/4 at 0.00 seconds,1.0,4.0,0.36363636363636365,8.0,0.0,0.25
114,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-114-of-1000.mid,120,4/4 at 0.00 seconds,0.7777777777777778,9.0,0.28125,4.125,0.0,0.3333333333333333
115,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-115-of-1000.mid,120,4/4 at 0.00 seconds,0.5,4.0,0.12903225806451613,9.0,0.0,0.0
116,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-116-of-1000.mid,120,4/4 at 0.00 seconds,0.8,5.0,0.17857142857142858,4.75,0.0,0.0
117,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-117-of-1000.mid,120,4/4 at 0.00 seconds,1.0,5.0,0.16129032258064516,10.25,0.2,0.0
118,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-118-of-1000.mid,120,4/4 at 0.00 seconds,1.0,6.0,0.1875,3.6,0.0,0.0
119,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-119-of-1000.mid,120,4/4 at 0.00 seconds,0.4,5.0,0.15625,2.75,0.0,0.0
120,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-120-of-1000.mid,120,4/4 at 0.00 seconds,0.2222222222222222,9.0,0.2903225806451613,4.0,0.0,0.2222222222222222
121,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-121-of-1000.mid,120,4/4 at 0.00 seconds,0.42857142857142855,7.0,0.21875,1.0,0.0,0.2857142857142857
122,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-122-of-1000.mid,120,4/4 at 0.00 seconds,0.0,4.0,0.17391304347826086,6.0,0.0,0.0
123,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-123-of-1000.mid,120,4/4 at 0.00 seconds,0.75,4.0,0.125,2.0,0.0,0.25
124,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-124-of-1000.mid,120,4/4 at 0.00 seconds,0.0,11.0,0.34375,3.2,0.18181818181818182,0.0
125,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-125-of-1000.mid,120,4/4 at 0.00 seconds,0.14285714285714285,7.0,0.21875,9.333333333333334,0.0,0.0
126,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-126-of-1000.mid,120,4/4 at 0.00 seconds,0.6,10.0,0.3125,4.333333333333333,0.0,0.0
127,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-127-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,6.0,0.1935483870967742,3.8,0.0,0.3333333333333333
128,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-128-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,12.0,0.375,3.090909090909091,0.0,0.25
129,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-129-of-1000.mid,120,4/4 at 0.00 seconds,1.0,3.0,0.17647058823529413,9.5,0.0,0.0
130,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-130-of-1000.mid,120,4/4 at 0.00 seconds,0.2222222222222222,9.0,0.2903225806451613,2.0,0.0,0.2222222222222222
131,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-131-of-1000.mid,120,4/4 at 0.00 seconds,0.2857142857142857,7.0,0.21875,1.6666666666666667,0.0,0.0
132,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-132-of-1000.mid,120,4/4 at 0.00 seconds,0.6666666666666666,6.0,0.1875,6.8,0.0,0.0
133,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-133-of-1000.mid,120,4/4 at 0.00 seconds,0.75,8.0,0.26666666666666666,2.7142857142857144,0.0,0.25
134,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-134-of-1000.mid,120,4/4 at 0.00 seconds,1.0,7.0,0.23333333333333334,2.0,0.0,0.14285714285714285
135,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-135-of-1000.mid,120,4/4 at 0.00 seconds,0.6,5.0,0.16129032258064516,6.25,0.0,0.0
136,tmp\music_vae\generated\adjective01\cat-mel_2bar_big_sample_2024-05-27_194411-136-of-1000.mid,120,4/4 at 0.00 seconds,0.08333333333333333,12.0,0.3870967741935484,2.6363636363636362,0.0,0.08333333333333333
