file_path,tempo,time_signature,c_diatonic,note_num,note_density,average_interval,syncopation_16th,syncopation_8th,major_likelihood,minor_likelihood
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-032-of-1024.mid,120,4/4 at 0.00 seconds,0.790697674,86,0.3359375,2.729411765,0.093023256,0.034883721,0.528164035,0.471835965
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-033-of-1024.mid,120,4/4 at 0.00 seconds,0.951456311,103,0.40234375,1.539215686,0,0.029126214,0.553640732,0.446359268
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-034-of-1024.mid,120,4/4 at 0.00 seconds,0.72,75,0.29296875,1.743243243,0.013333333,0.106666667,0.525824552,0.474175448
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-035-of-1024.mid,120,4/4 at 0.00 seconds,0.714285714,63,0.24609375,3.129032258,0.047619048,0.253968254,0.478483309,0.521516691
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-036-of-1024.mid,120,4/4 at 0.00 seconds,0.553571429,56,0.21875,1.890909091,0,0.071428571,0.498743316,0.501256684
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-037-of-1024.mid,120,4/4 at 0.00 seconds,0.964285714,84,0.333333333,2.168674699,0.023809524,0,0.569779462,0.430220538
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-038-of-1024.mid,120,4/4 at 0.00 seconds,0.946428571,56,0.222222222,3.945454545,0,0.232142857,0.517533229,0.482466771
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-039-of-1024.mid,120,4/4 at 0.00 seconds,0.275862069,58,0.229249012,5.228070175,0,0.24137931,0.437446349,0.562553651
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-040-of-1024.mid,120,4/4 at 0.00 seconds,0.985074627,67,0.266932271,1.606060606,0,0.119402985,0.523296256,0.476703744
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-041-of-1024.mid,120,4/4 at 0.00 seconds,0.948717949,78,0.312,1.363636364,0.051282051,0.282051282,0.538630251,0.461369749
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-042-of-1024.mid,120,4/4 at 0.00 seconds,0.264705882,34,0.1328125,4.121212121,0,0.176470588,0.434554531,0.565445469
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-043-of-1024.mid,120,4/4 at 0.00 seconds,0.20754717,106,0.4140625,5.828571429,0.009433962,0.113207547,0.463089845,0.536910155
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-044-of-1024.mid,120,4/4 at 0.00 seconds,1,65,0.258964143,2.9375,0,0.138461538,0.542470755,0.457529245
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-045-of-1024.mid,120,4/4 at 0.00 seconds,0.958333333,48,0.18972332,5.085106383,0,0.0625,0.521130688,0.478869312
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-046-of-1024.mid,120,4/4 at 0.00 seconds,0.933333333,45,0.17578125,2.772727273,0,0.2,0.513555972,0.486444028
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-047-of-1024.mid,120,4/4 at 0.00 seconds,0.266666667,45,0.17578125,2.340909091,0,0.266666667,0.424488652,0.575511348
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-048-of-1024.mid,120,4/4 at 0.00 seconds,0.653465347,101,0.396078431,1.91,0,0,0.494173796,0.505826204
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-049-of-1024.mid,120,4/4 at 0.00 seconds,0.598360656,122,0.480314961,5.198347107,0,0.016393443,0.502841326,0.497158674
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-050-of-1024.mid,120,4/4 at 0.00 seconds,0.551724138,58,0.232,3.894736842,0.362068966,0,0.480069368,0.519930632
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-051-of-1024.mid,120,4/4 at 0.00 seconds,0.888888889,45,0.176470588,3.795454545,0.066666667,0.288888889,0.517679011,0.482320989
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-052-of-1024.mid,120,4/4 at 0.00 seconds,0.672727273,55,0.216535433,3.685185185,0,0.109090909,0.512569463,0.487430537
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-053-of-1024.mid,120,4/4 at 0.00 seconds,0.529411765,153,0.59765625,1.421052632,0,0,0.474240662,0.525759338
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-054-of-1024.mid,120,4/4 at 0.00 seconds,0.989473684,95,0.37254902,2.14893617,0,0.189473684,0.569013583,0.430986417
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-055-of-1024.mid,120,4/4 at 0.00 seconds,0.609375,64,0.25,2.873015873,0,0.25,0.521830373,0.478169627
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-056-of-1024.mid,120,4/4 at 0.00 seconds,0.704225352,71,0.27734375,2.085714286,0,0.14084507,0.515221118,0.484778882
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-057-of-1024.mid,120,4/4 at 0.00 seconds,0.670454545,88,0.34375,3.609195402,0.079545455,0,0.515211379,0.484788621
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-058-of-1024.mid,120,4/4 at 0.00 seconds,1,51,0.19921875,3.28,0,0.176470588,0.547410616,0.452589384
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-059-of-1024.mid,120,4/4 at 0.00 seconds,0.728971963,107,0.41796875,1.820754717,0,0.028037383,0.511594126,0.488405874
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-060-of-1024.mid,120,4/4 at 0.00 seconds,1,78,0.3046875,4,0,0.102564103,0.538244897,0.461755103
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-061-of-1024.mid,120,4/4 at 0.00 seconds,0.040540541,74,0.2890625,3.246575342,0,0.202702703,0.381072799,0.618927201
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-062-of-1024.mid,120,4/4 at 0.00 seconds,0.884615385,78,0.307086614,2.051948052,0.282051282,0.230769231,0.545306238,0.454693762
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-063-of-1024.mid,120,4/4 at 0.00 seconds,0.458823529,85,0.33203125,2.869047619,0,0.011764706,0.490322581,0.509677419
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-064-of-1024.mid,120,4/4 at 0.00 seconds,0.951048951,143,0.55859375,3.718309859,0.097902098,0.097902098,0.517029288,0.482970712
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-065-of-1024.mid,120,4/4 at 0.00 seconds,0.724637681,69,0.26953125,5.014705882,0,0.014492754,0.515396084,0.484603916
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-066-of-1024.mid,120,4/4 at 0.00 seconds,0.791044776,67,0.262745098,2.939393939,0,0,0.519653436,0.480346564
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-067-of-1024.mid,120,4/4 at 0.00 seconds,0.585365854,82,0.3203125,4.62962963,0.012195122,0.134146341,0.522890388,0.477109612
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-068-of-1024.mid,120,4/4 at 0.00 seconds,0.64516129,62,0.243137255,4.704918033,0,0.209677419,0.518691477,0.481308523
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-069-of-1024.mid,120,4/4 at 0.00 seconds,0.25,108,0.421875,7.299065421,0,0.046296296,0.458180601,0.541819399
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-070-of-1024.mid,120,4/4 at 0.00 seconds,0.946808511,94,0.3671875,4.419354839,0.010638298,0.053191489,0.534782048,0.465217952
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-071-of-1024.mid,120,4/4 at 0.00 seconds,0.707317073,41,0.160784314,2.075,0,0.12195122,0.48459194,0.51540806
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-072-of-1024.mid,120,4/4 at 0.00 seconds,0.941176471,51,0.19921875,2.1,0,0.117647059,0.529783974,0.470216026
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-073-of-1024.mid,120,4/4 at 0.00 seconds,0.973333333,75,0.29296875,2.081081081,0.093333333,0.146666667,0.526296536,0.473703464
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-074-of-1024.mid,120,4/4 at 0.00 seconds,0.017241379,58,0.2265625,2.596491228,0.017241379,0.068965517,0.369861153,0.630138847
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-075-of-1024.mid,120,4/4 at 0.00 seconds,0.181818182,44,0.175298805,4.093023256,0.068181818,0.204545455,0.39720882,0.60279118
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-076-of-1024.mid,120,4/4 at 0.00 seconds,0.302752294,109,0.42578125,2.166666667,0.064220183,0.110091743,0.411403891,0.588596109
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-077-of-1024.mid,120,4/4 at 0.00 seconds,0.894230769,104,0.40625,3.019417476,0.057692308,0.211538462,0.521688864,0.478311136
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-078-of-1024.mid,120,4/4 at 0.00 seconds,1,48,0.19047619,2,0.104166667,0.520833333,0.531237826,0.468762174
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-079-of-1024.mid,120,4/4 at 0.00 seconds,0.544642857,112,0.4375,2.315315315,0,0.035714286,0.458614696,0.541385304
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-080-of-1024.mid,120,4/4 at 0.00 seconds,0.233333333,60,0.235294118,2.016949153,0.016666667,0.016666667,0.440720201,0.559279799
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-081-of-1024.mid,120,4/4 at 0.00 seconds,1,88,0.34375,1.689655172,0.022727273,0.318181818,0.526404305,0.473595695
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-082-of-1024.mid,120,4/4 at 0.00 seconds,0.779411765,68,0.265625,2.656716418,0,0.397058824,0.530709774,0.469290226
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-083-of-1024.mid,120,4/4 at 0.00 seconds,0.366197183,71,0.27734375,2.685714286,0,0,0.449637843,0.550362157
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-084-of-1024.mid,120,4/4 at 0.00 seconds,0.682926829,41,0.16015625,4.85,0.024390244,0.365853659,0.48115272,0.51884728
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-085-of-1024.mid,120,4/4 at 0.00 seconds,0.80952381,63,0.24609375,5.967741935,0,0.031746032,0.508420344,0.491579656
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-086-of-1024.mid,120,4/4 at 0.00 seconds,0.95,40,0.15625,3.307692308,0,0.1,0.562508411,0.437491589
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-087-of-1024.mid,120,4/4 at 0.00 seconds,0.954545455,44,0.171875,4.906976744,0,0.022727273,0.528132809,0.471867191
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-088-of-1024.mid,120,4/4 at 0.00 seconds,0.976744186,129,0.50390625,1.578125,0.007751938,0,0.550035664,0.449964336
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-089-of-1024.mid,120,4/4 at 0.00 seconds,0.1484375,128,0.5,4.858267717,0,0,0.409962818,0.590037182
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-090-of-1024.mid,120,4/4 at 0.00 seconds,1,55,0.21484375,2.037037037,0.072727273,0.054545455,0.539104478,0.460895522
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-091-of-1024.mid,120,4/4 at 0.00 seconds,0.525,80,0.3125,2.35443038,0,0.1875,0.511650189,0.488349811
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-092-of-1024.mid,120,4/4 at 0.00 seconds,0.864197531,81,0.317647059,2.2375,0,0.333333333,0.585467507,0.414532493
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-093-of-1024.mid,120,4/4 at 0.00 seconds,1,97,0.37890625,1.552083333,0.340206186,0,0.511495134,0.488504866
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-094-of-1024.mid,120,4/4 at 0.00 seconds,0.827586207,58,0.22745098,2.49122807,0,0.362068966,0.509609096,0.490390904
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-095-of-1024.mid,120,4/4 at 0.00 seconds,0.84,75,0.29296875,2.162162162,0.013333333,0.306666667,0.558121738,0.441878262
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-096-of-1024.mid,120,4/4 at 0.00 seconds,0.775862069,58,0.2265625,2.350877193,0.017241379,0.137931034,0.518945998,0.481054002
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-097-of-1024.mid,120,4/4 at 0.00 seconds,1,78,0.3046875,3.402597403,0,0.038461538,0.547134409,0.452865591
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-098-of-1024.mid,120,4/4 at 0.00 seconds,0.972027972,143,0.55859375,5.330985915,0.013986014,0.006993007,0.513636364,0.486363636
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-099-of-1024.mid,120,4/4 at 0.00 seconds,0.452830189,53,0.20703125,2.019230769,0,0.094339623,0.482524501,0.517475499
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1000-of-1024.mid,120,4/4 at 0.00 seconds,0.717948718,78,0.3046875,1.701298701,0.038461538,0.128205128,0.514514307,0.485485693
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1001-of-1024.mid,120,4/4 at 0.00 seconds,0.490797546,163,0.63671875,4.598765432,0.055214724,0.006134969,0.458729214,0.541270786
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1002-of-1024.mid,120,4/4 at 0.00 seconds,0.87037037,54,0.2109375,1.943396226,0,0,0.535708605,0.464291395
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1003-of-1024.mid,120,4/4 at 0.00 seconds,1,45,0.17578125,3.318181818,0.044444444,0.155555556,0.529490188,0.470509812
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1004-of-1024.mid,120,4/4 at 0.00 seconds,0.747126437,87,0.341176471,2.639534884,0,0,0.502469954,0.497530046
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1005-of-1024.mid,120,4/4 at 0.00 seconds,0.409638554,83,0.325490196,1.963414634,0.036144578,0.180722892,0.448900346,0.551099654
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1006-of-1024.mid,120,4/4 at 0.00 seconds,0.519480519,77,0.30078125,2.118421053,0,0.155844156,0.463648048,0.536351952
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1007-of-1024.mid,120,4/4 at 0.00 seconds,0.5625,96,0.375,3.189473684,0,0.03125,0.497161524,0.502838476
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1008-of-1024.mid,120,4/4 at 0.00 seconds,0.672727273,55,0.21484375,1.444444444,0.6,0.036363636,0.510570689,0.489429311
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1009-of-1024.mid,120,4/4 at 0.00 seconds,0.210526316,57,0.228915663,4.589285714,0.01754386,0.122807018,0.41687137,0.58312863
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-100-of-1024.mid,120,4/4 at 0.00 seconds,0.955223881,67,0.262745098,4.348484848,0,0,0.536426403,0.463573597
