file_path,tempo,time_signature,c_diatonic,note_num,note_density,average_interval,syncopation_16th,syncopation_8th,major_likelihood,minor_likelihood
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-010-of-1024.mid,120,4/4 at 0.00 seconds,0.480769231,52,0.203125,5,0.019230769,0,0.506735313,0.493264687
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-011-of-1024.mid,120,4/4 at 0.00 seconds,0.56,50,0.196850394,2.408163265,0.02,0.1,0.486132133,0.513867867
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-012-of-1024.mid,120,4/4 at 0.00 seconds,0.931372549,102,0.3984375,1.693069307,0.049019608,0.049019608,0.492010178,0.507989822
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-013-of-1024.mid,120,4/4 at 0.00 seconds,0.473684211,57,0.22265625,1.785714286,0,0.070175439,0.50349999,0.49650001
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-014-of-1024.mid,120,4/4 at 0.00 seconds,0.459459459,37,0.14453125,5.277777778,0,0,0.492985847,0.507014153
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-015-of-1024.mid,120,4/4 at 0.00 seconds,0.347826087,46,0.1796875,2.155555556,0,0.369565217,0.48931982,0.51068018
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-016-of-1024.mid,120,4/4 at 0.00 seconds,0.555555556,153,0.59765625,2.986842105,0.019607843,0,0.451816772,0.548183228
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-017-of-1024.mid,120,4/4 at 0.00 seconds,0.528301887,53,0.20703125,3.538461538,0,0,0.470316078,0.529683922
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-018-of-1024.mid,120,4/4 at 0.00 seconds,0.914285714,35,0.13671875,4.647058824,0,0.2,0.472466184,0.527533816
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-019-of-1024.mid,120,4/4 at 0.00 seconds,0.103448276,58,0.2265625,4.912280702,0.206896552,0.068965517,0.530944943,0.469055057
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-020-of-1024.mid,120,4/4 at 0.00 seconds,1,33,0.130952381,3.125,0,0.151515152,0.426322581,0.573677419
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-021-of-1024.mid,120,4/4 at 0.00 seconds,0.966666667,30,0.1171875,4.103448276,0.4,0.066666667,0.471762116,0.528237884
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-022-of-1024.mid,120,4/4 at 0.00 seconds,0.792682927,82,0.3203125,2.716049383,0,0.048780488,0.527462447,0.472537553
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-023-of-1024.mid,120,4/4 at 0.00 seconds,0.641025641,39,0.156,5.368421053,0,0,0.513932718,0.486067282
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-024-of-1024.mid,120,4/4 at 0.00 seconds,0.277777778,72,0.28125,1.633802817,0.222222222,0.430555556,0.44916269,0.55083731
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-025-of-1024.mid,120,4/4 at 0.00 seconds,0.9375,48,0.1875,2.361702128,0,0.208333333,0.524488227,0.475511773
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-026-of-1024.mid,120,4/4 at 0.00 seconds,0.797468354,79,0.309803922,2.974358974,0,0.063291139,0.521096072,0.478903928
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-027-of-1024.mid,120,4/4 at 0.00 seconds,0.523809524,63,0.24609375,2.677419355,0.031746032,0.317460317,0.468583272,0.531416728
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-028-of-1024.mid,120,4/4 at 0.00 seconds,0.08974359,78,0.3046875,4.38961039,0,0.025641026,0.477083095,0.522916905
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-029-of-1024.mid,120,4/4 at 0.00 seconds,1,37,0.14453125,2.611111111,0.216216216,0.081081081,0.46021757,0.53978243
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-030-of-1024.mid,120,4/4 at 0.00 seconds,0.8203125,128,0.5,4.401574803,0,0,0.495516286,0.504483714
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-031-of-1024.mid,120,4/4 at 0.00 seconds,0.756756757,74,0.2890625,3,0.527027027,0,0.501575717,0.498424283
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-032-of-1024.mid,120,4/4 at 0.00 seconds,0.790697674,86,0.3359375,2.729411765,0.093023256,0.034883721,0.470643123,0.529356877
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-033-of-1024.mid,120,4/4 at 0.00 seconds,0.951456311,103,0.40234375,1.539215686,0,0.029126214,0.491167361,0.508832639
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-034-of-1024.mid,120,4/4 at 0.00 seconds,0.72,75,0.29296875,1.743243243,0.013333333,0.106666667,0.543782606,0.456217394
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-035-of-1024.mid,120,4/4 at 0.00 seconds,0.714285714,63,0.24609375,3.129032258,0.047619048,0.253968254,0.474050046,0.525949954
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-036-of-1024.mid,120,4/4 at 0.00 seconds,0.553571429,56,0.21875,1.890909091,0,0.071428571,0.45667191,0.54332809
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-037-of-1024.mid,120,4/4 at 0.00 seconds,0.964285714,84,0.333333333,2.168674699,0.023809524,0,0.504068372,0.495931628
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-038-of-1024.mid,120,4/4 at 0.00 seconds,0.946428571,56,0.222222222,3.945454545,0,0.232142857,0.510212138,0.489787862
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-039-of-1024.mid,120,4/4 at 0.00 seconds,0.275862069,58,0.229249012,5.228070175,0,0.24137931,0.515133293,0.484866707
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-040-of-1024.mid,120,4/4 at 0.00 seconds,0.985074627,67,0.266932271,1.606060606,0,0.119402985,0.523296256,0.476703744
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-041-of-1024.mid,120,4/4 at 0.00 seconds,0.948717949,78,0.312,1.363636364,0.051282051,0.282051282,0.466115432,0.533884568
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-042-of-1024.mid,120,4/4 at 0.00 seconds,0.264705882,34,0.1328125,4.121212121,0,0.176470588,0.489462232,0.510537768
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-043-of-1024.mid,120,4/4 at 0.00 seconds,0.20754717,106,0.4140625,5.828571429,0.009433962,0.113207547,0.511697294,0.488302706
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-044-of-1024.mid,120,4/4 at 0.00 seconds,1,65,0.258964143,2.9375,0,0.138461538,0.442790052,0.557209948
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-045-of-1024.mid,120,4/4 at 0.00 seconds,0.958333333,48,0.18972332,5.085106383,0,0.0625,0.480572459,0.519427541
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-046-of-1024.mid,120,4/4 at 0.00 seconds,0.933333333,45,0.17578125,2.772727273,0,0.2,0.513555972,0.486444028
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-047-of-1024.mid,120,4/4 at 0.00 seconds,0.266666667,45,0.17578125,2.340909091,0,0.266666667,0.47579387,0.52420613
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-048-of-1024.mid,120,4/4 at 0.00 seconds,0.653465347,101,0.396078431,1.91,0,0,0.478681194,0.521318806
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-049-of-1024.mid,120,4/4 at 0.00 seconds,0.598360656,122,0.480314961,5.198347107,0,0.016393443,0.472215824,0.527784176
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-050-of-1024.mid,120,4/4 at 0.00 seconds,0.551724138,58,0.232,3.894736842,0.362068966,0,0.508106179,0.491893821
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-051-of-1024.mid,120,4/4 at 0.00 seconds,0.888888889,45,0.176470588,3.795454545,0.066666667,0.288888889,0.4237431,0.5762569
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-052-of-1024.mid,120,4/4 at 0.00 seconds,0.672727273,55,0.216535433,3.685185185,0,0.109090909,0.519706782,0.480293218
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-053-of-1024.mid,120,4/4 at 0.00 seconds,0.529411765,153,0.59765625,1.421052632,0,0,0.515577681,0.484422319
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-054-of-1024.mid,120,4/4 at 0.00 seconds,0.989473684,95,0.37254902,2.14893617,0,0.189473684,0.489280549,0.510719451
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-055-of-1024.mid,120,4/4 at 0.00 seconds,0.609375,64,0.25,2.873015873,0,0.25,0.526630252,0.473369748
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-056-of-1024.mid,120,4/4 at 0.00 seconds,0.704225352,71,0.27734375,2.085714286,0,0.14084507,0.498146417,0.501853583
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-057-of-1024.mid,120,4/4 at 0.00 seconds,0.670454545,88,0.34375,3.609195402,0.079545455,0,0.500011278,0.499988722
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-058-of-1024.mid,120,4/4 at 0.00 seconds,1,51,0.19921875,3.28,0,0.176470588,0.43638461,0.56361539
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-059-of-1024.mid,120,4/4 at 0.00 seconds,0.728971963,107,0.41796875,1.820754717,0,0.028037383,0.460528325,0.539471675
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-060-of-1024.mid,120,4/4 at 0.00 seconds,1,78,0.3046875,4,0,0.102564103,0.472377857,0.527622143
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-061-of-1024.mid,120,4/4 at 0.00 seconds,0.040540541,74,0.2890625,3.246575342,0,0.202702703,0.507430687,0.492569313
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-062-of-1024.mid,120,4/4 at 0.00 seconds,0.884615385,78,0.307086614,2.051948052,0.282051282,0.230769231,0.485811215,0.514188785
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-063-of-1024.mid,120,4/4 at 0.00 seconds,0.458823529,85,0.33203125,2.869047619,0,0.011764706,0.502668729,0.497331271
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-064-of-1024.mid,120,4/4 at 0.00 seconds,0.951048951,143,0.55859375,3.718309859,0.097902098,0.097902098,0.530929638,0.469070362
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-065-of-1024.mid,120,4/4 at 0.00 seconds,0.724637681,69,0.26953125,5.014705882,0,0.014492754,0.441436252,0.558563748
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-066-of-1024.mid,120,4/4 at 0.00 seconds,0.791044776,67,0.262745098,2.939393939,0,0,0.513046369,0.486953631
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-067-of-1024.mid,120,4/4 at 0.00 seconds,0.585365854,82,0.3203125,4.62962963,0.012195122,0.134146341,0.437134211,0.562865789
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-068-of-1024.mid,120,4/4 at 0.00 seconds,0.64516129,62,0.243137255,4.704918033,0,0.209677419,0.511647328,0.488352672
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-069-of-1024.mid,120,4/4 at 0.00 seconds,0.25,108,0.421875,7.299065421,0,0.046296296,0.514830307,0.485169693
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-070-of-1024.mid,120,4/4 at 0.00 seconds,0.946808511,94,0.3671875,4.419354839,0.010638298,0.053191489,0.455361121,0.544638879
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-071-of-1024.mid,120,4/4 at 0.00 seconds,0.707317073,41,0.160784314,2.075,0,0.12195122,0.471980299,0.528019701
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-072-of-1024.mid,120,4/4 at 0.00 seconds,0.941176471,51,0.19921875,2.1,0,0.117647059,0.490120033,0.509879967
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-073-of-1024.mid,120,4/4 at 0.00 seconds,0.973333333,75,0.29296875,2.081081081,0.093333333,0.146666667,0.461289178,0.538710822
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-074-of-1024.mid,120,4/4 at 0.00 seconds,0.017241379,58,0.2265625,2.596491228,0.017241379,0.068965517,0.473275356,0.526724644
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-075-of-1024.mid,120,4/4 at 0.00 seconds,0.181818182,44,0.175298805,4.093023256,0.068181818,0.204545455,0.504154369,0.495845631
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-076-of-1024.mid,120,4/4 at 0.00 seconds,0.302752294,109,0.42578125,2.166666667,0.064220183,0.110091743,0.529227279,0.470772721
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-077-of-1024.mid,120,4/4 at 0.00 seconds,0.894230769,104,0.40625,3.019417476,0.057692308,0.211538462,0.484370606,0.515629394
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-078-of-1024.mid,120,4/4 at 0.00 seconds,1,48,0.19047619,2,0.104166667,0.520833333,0.460598831,0.539401169
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-079-of-1024.mid,120,4/4 at 0.00 seconds,0.544642857,112,0.4375,2.315315315,0,0.035714286,0.475578809,0.524421191
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-080-of-1024.mid,120,4/4 at 0.00 seconds,0.233333333,60,0.235294118,2.016949153,0.016666667,0.016666667,0.500471189,0.499528811
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-081-of-1024.mid,120,4/4 at 0.00 seconds,1,88,0.34375,1.689655172,0.022727273,0.318181818,0.507553195,0.492446805
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-082-of-1024.mid,120,4/4 at 0.00 seconds,0.779411765,68,0.265625,2.656716418,0,0.397058824,0.489106516,0.510893484
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-083-of-1024.mid,120,4/4 at 0.00 seconds,0.366197183,71,0.27734375,2.685714286,0,0,0.503697943,0.496302057
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-084-of-1024.mid,120,4/4 at 0.00 seconds,0.682926829,41,0.16015625,4.85,0.024390244,0.365853659,0.494291565,0.505708435
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-085-of-1024.mid,120,4/4 at 0.00 seconds,0.80952381,63,0.24609375,5.967741935,0,0.031746032,0.503901802,0.496098198
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-086-of-1024.mid,120,4/4 at 0.00 seconds,0.95,40,0.15625,3.307692308,0,0.1,0.490675741,0.509324259
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-087-of-1024.mid,120,4/4 at 0.00 seconds,0.954545455,44,0.171875,4.906976744,0,0.022727273,0.518473992,0.481526008
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-088-of-1024.mid,120,4/4 at 0.00 seconds,0.976744186,129,0.50390625,1.578125,0.007751938,0,0.454260291,0.545739709
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-089-of-1024.mid,120,4/4 at 0.00 seconds,0.1484375,128,0.5,4.858267717,0,0,0.486342698,0.513657302
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-090-of-1024.mid,120,4/4 at 0.00 seconds,1,55,0.21484375,2.037037037,0.072727273,0.054545455,0.455541753,0.544458247
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-091-of-1024.mid,120,4/4 at 0.00 seconds,0.525,80,0.3125,2.35443038,0,0.1875,0.453641796,0.546358204
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-092-of-1024.mid,120,4/4 at 0.00 seconds,0.864197531,81,0.317647059,2.2375,0,0.333333333,0.519421279,0.480578721
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-093-of-1024.mid,120,4/4 at 0.00 seconds,1,97,0.37890625,1.552083333,0.340206186,0,0.491816453,0.508183547
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-094-of-1024.mid,120,4/4 at 0.00 seconds,0.827586207,58,0.22745098,2.49122807,0,0.362068966,0.462615942,0.537384058
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-095-of-1024.mid,120,4/4 at 0.00 seconds,0.84,75,0.29296875,2.162162162,0.013333333,0.306666667,0.49757998,0.50242002
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-096-of-1024.mid,120,4/4 at 0.00 seconds,0.775862069,58,0.2265625,2.350877193,0.017241379,0.137931034,0.478704972,0.521295028
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-097-of-1024.mid,120,4/4 at 0.00 seconds,1,78,0.3046875,3.402597403,0,0.038461538,0.472694681,0.527305319
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-098-of-1024.mid,120,4/4 at 0.00 seconds,0.972027972,143,0.55859375,5.330985915,0.013986014,0.006993007,0.513636364,0.486363636
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-099-of-1024.mid,120,4/4 at 0.00 seconds,0.452830189,53,0.20703125,2.019230769,0,0.094339623,0.448911893,0.551088107
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-100-of-1024.mid,120,4/4 at 0.00 seconds,0.955223881,67,0.262745098,4.348484848,0,0,0.465540833,0.534459167
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1000-of-1024.mid,120,4/4 at 0.00 seconds,0.717948718,78,0.3046875,1.701298701,0.038461538,0.128205128,0.445928438,0.554071562
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1001-of-1024.mid,120,4/4 at 0.00 seconds,0.490797546,163,0.63671875,4.598765432,0.055214724,0.006134969,0.512596685,0.487403315
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1002-of-1024.mid,120,4/4 at 0.00 seconds,0.87037037,54,0.2109375,1.943396226,0,0,0.489510095,0.510489905
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1003-of-1024.mid,120,4/4 at 0.00 seconds,1,45,0.17578125,3.318181818,0.044444444,0.155555556,0.514337169,0.485662831
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1004-of-1024.mid,120,4/4 at 0.00 seconds,0.747126437,87,0.341176471,2.639534884,0,0,0.465550476,0.534449524
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1005-of-1024.mid,120,4/4 at 0.00 seconds,0.409638554,83,0.325490196,1.963414634,0.036144578,0.180722892,0.509140269,0.490859731
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1006-of-1024.mid,120,4/4 at 0.00 seconds,0.519480519,77,0.30078125,2.118421053,0,0.155844156,0.470207668,0.529792332
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1007-of-1024.mid,120,4/4 at 0.00 seconds,0.5625,96,0.375,3.189473684,0,0.03125,0.530028816,0.469971184
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1008-of-1024.mid,120,4/4 at 0.00 seconds,0.672727273,55,0.21484375,1.444444444,0.6,0.036363636,0.501515086,0.498484914
C:\Users\arkw\GitHub\magenta\tmp\music_vae\generated\0704\hierdec-mel_16bar_sample_2024-07-04_193833-1009-of-1024.mid,120,4/4 at 0.00 seconds,0.210526316,57,0.228915663,4.589285714,0.01754386,0.122807018,0.503492398,0.496507602
